설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
중앙동주민센터	민원실	전라북도	전주시	관공서	KT	중앙동	17-Jun	전라북도 전주시 완산구 태평3길 43-17	전라북도 전주시 완산구 태평동 32	전라북도 전주시 완산구청	063-220-5500	35.8235043	127.1406401	2017-04-24
완산구청	민원실	전라북도	전주시	관공서	KT	wansan	17-Jun	전라북도 전주시 완산구 서원로 232	전라북도 전주시 완산구 효자동 1가 595	전라북도 전주시 완산구청	063-220-5500	35.812153	127.1198025	2017-04-24
오목대 관광안내소	건물 밖	전라북도	전주시	편의시설	KT	Public WiFi Free	17-Dec	전라북도 전주시 완산구 태조로6	전라북도 전주시 완산구 풍남동3가 15-11	전라북도 전주시청	063-281-2424	35.8151957	127.1539379	2017-04-24
반송2동주민센터	민원실	부산광역시	해운대구	관공서	SKT	Public WiFi	14-Oct	부산광역시 해운대구 신반송로 173 (반송동)	부산광역시 해운대구 반송동 890번지	부산광역시	051-888-4604	35.2287988	129.1603701	2017-05-10
반송1동주민센터	민원실	부산광역시	해운대구	관공서	SKT	Public WiFi	14-Oct	부산광역시 해운대구 아랫반송로 16 (반송동)	부산광역시 해운대구 반송동 717-5번지	부산광역시	051-888-4604	35.2251983	129.1478078	2017-05-10
부산쇼핑관광센터	센터	부산광역시	중구	관광	SKT	Public WiFi	16-Oct	부산광역시 중구 용두산길 37-55	부산광역시 중구 광복동 2가 1-2	부산광역시	051-888-4604	35.099516	129.031165	2017-05-10
중앙동주민센터	민원실	부산광역시	중구	관공서	SKT	Public WiFi	14-Oct	부산광역시 중구 중앙대로 41번길 10	부산광역시 중구 중앙동2가 19	부산광역시	051-888-4604	35.1013114	129.0353388	2017-05-10
부평동주민센터	민원실	부산광역시	중구	관공서	SKT	Public WiFi	14-Oct	부산광역시 중구 중구로29번길 23	부산광역시 중구 부평동1가 30-27	부산광역시	051-888-4604	35.1003759	129.026537	2017-05-10
부산항만공사	민원실	부산광역시	중구	관공서	SKT	Public WiFi	12-Oct	부산광역시 중구 충장대로9번길 46	부산광역시 중구 중앙동4가 79-9	부산광역시	051-888-4604	35.1091879	129.0387043	2017-05-10
보수종합시장	시장	부산광역시	중구	서민·복지시설	SKT	Public WiFi	14-Oct	부산광역시 중구 보수대로 94	부산광역시 중구 보수동3가 46-1	부산광역시	051-888-4604	35.1042486	129.0218218	2017-05-10
오거리광장	오거리 광장	전라북도	전주시	편의시설	KT	Public WiFi Free	17-May	전라북도 전주시 완산구 팔달로 217-21	전라북도 전주시 완산구 고사동 11-8	전라북도 전주시청	063-281-2424	35.821371	127.1451392	2017-04-24
경기전	사무실 내	전라북도	전주시	관광	KT	Public WiFi Free	17-May	전라북도 전주시 완산구 태조로 44	전라북도 전주시 완산구 풍남동3가 91-5	전라북도 전주시청	063-281-2424	35.8143104	127.1501213	2017-04-24
전주시청	"로비, 민원실, 쉼터, 시청광장"	전라북도	전주시	관공서	KT	Public WiFi Free	17-Feb	전라북도 전주시 완산구 노송광장로 10	전라북도 전주시 완산구 서노송동 568-1	전라북도 전주시청	063-281-2424	35.8244359	127.147807	2017-04-24
동광동주민센터	민원실	부산광역시	중구	관공서	SKT	Public WiFi	14-Oct	부산광역시 중구 동광길 49	부산광역시 중구 동광동5가 44-3	부산광역시	051-888-4604	35.1050215	129.0345762	2017-05-10
대청(중앙)공원	공원	부산광역시	중구	관광	SKT	Public WiFi	12-Oct	부산광역시 중구 영주동 10-16	부산광역시 중구 영주동 10-16	부산광역시	051-888-4604	35.109949	129.028003	2017-05-10
남포동주민센터	민원실	부산광역시	중구	관공서	SKT	Public WiFi	14-Oct	부산광역시 중구 자갈치로 68-1	부산광역시 중구 남포동4가 32-2	부산광역시	051-888-4604	35.0973837	129.0316814	2017-05-10
남포 헌혈의집	헌혈의집	부산광역시	중구	기타	SKT	Public WiFi	13-Oct	부산광역시 중구 구덕로 50-1	부산광역시 중구 남포동5가 3-7	부산광역시	051-888-4604	35.0985173	129.0302287	2017-05-10
중구사회복지관	복지관	부산광역시	중구	서민·복지시설	SKT	Public WiFi	13-Oct	부산광역시 중구 망양로 309	부산광역시 중구 대청동4가 75-7	부산광역시	051-888-4604	35.1058133	129.0282338	2017-05-10
중구보건소	민원실	부산광역시	중구	관공서	SKT	Public WiFi	14-Oct	부산광역시 중구 중구로 120	부산광역시 중구 대청동1가 1-4	부산광역시	051-888-4604	35.106252	129.032399	2017-05-10
중구노인복지회관 분관	회관	부산광역시	중구	서민·복지시설	SKT	Public WiFi	14-Oct	부산광역시 중구 책방골목길 3-1	부산광역시 중구 보수동1가 113	부산광역시	051-888-4604	35.104157	129.0261852	2017-05-10
남부시장	"시장 내, 청년몰 전시장 등"	전라북도	전주시	서민·복지시설	KT	Public WiFi Free	17-Jan	전라북도 전주시 완산구 풍남문2길 63	전라북도 전주시 완산구 전동3가 2-242	전라북도 전주시청	063-281-2424	35.8124076	127.1465988	2017-04-24
동물원	"매표소 앞, 동물원 내 편의점 밖"	전라북도	전주시	관광	KT	Public WiFi Free	17-Jan	전라북도 전주시 덕진구 소리로 68	전라북도 전주시 덕진구 덕진동1가 73-48	전라북도 전주시청	063-281-2424	35.8561153	127.1446737	2017-04-24
어린이교통공원	건물 내	전라북도	전주시	편의시설	KT	Public WiFi Free	17-Jan	전라북도 전주시 덕진구 번영로 453	전라북도 전주시 덕진구 용정동 50-1	전라북도 전주시청	063-281-2424	35.8750517	127.0566808	2017-04-24
덕진공원	관리소 내	전라북도	전주시	관광	KT	Public WiFi Free	17-Jan	전라북도 전주시 덕진구 권삼득로 390	전라북도 전주시 덕진구 덕진동1가 1316-2	전라북도 전주시청	063-281-2424	35.8480363	127.1222124	2017-04-24
영화제작소	건물 내	전라북도	전주시	지역문화시설	KT	Public WiFi Free	17-Jan	전라북도 전주시 완산구 전주객사3길 22	전라북도 전주시 완산구 고사동 429-5	전라북도 전주시청	063-281-2424	35.8183489	127.1425492	2017-04-24
전주전통문화연수원	동헌 건물	전라북도	전주시	지역문화시설	KT	Public WiFi Free	17-Jan	전라북도 전주시 완산구 향교길 119-6	전라북도 전주시 완산구 교동 28-2	전라북도 전주시청	063-281-2424	35.8124679	127.1565548	2017-04-24
전주한벽문화관	한벽극장 로비	전라북도	전주시	지역문화시설	KT	Public WiFi Free	17-Jan	전라북도 전주시 완산구 전주천동로 20	전라북도 전주시 완산구 교동 7-1	전라북도 전주시청	063-281-2424	35.8119867	127.158493	2017-04-24
강암서예관	건물 내	전라북도	전주시	지역문화시설	KT	Public WiFi Free	17-Jan	전라북도 전주시 완산구 전주천동로 74	전라북도 전주시 완산구 교동 197	전라북도 전주시청	063-281-2424	35.811245	127.1524913	2017-04-24
부산광역시 강서구	민원실	부산광역시	강서구	관공서	LGU+	Public WiFi	14-Oct	부산광역시 강서구 낙동북로 477	부산광역시 강서구 대저1동 2300	부산광역시 강서구청	051-970-4175	35.212205	128.980626	2017-08-18
지사민원센터	민원실	부산광역시	강서구	관공서	LGU+	Public WiFi	14-Oct	부산광역시 강서구 과학산단2로 20번길 5	부산광역시 강서구 지사동 1180	부산광역시 강서구청	051-970-4175	35.150603	128.833995	2017-08-18
길꽃어린이 도서관(방화3동)	1층	서울특별시	강서구	지역문화시설	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 금낭화로24길5	서울특별시 강서구 방화동 828	서울특별시 강서구	02-2600-6648	37.578673	126.813811	2017-04-06
길꽃어린이 도서관(방화4동)	2층	서울특별시	강서구	지역문화시설	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 금낭화로24길5	서울특별시 강서구 방화동 828	서울특별시 강서구	02-2600-6648	37.578673	126.813811	2017-04-06
길꽃어린이 도서관(방화5동)	3층	서울특별시	강서구	지역문화시설	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 금낭화로24길5	서울특별시 강서구 방화동 828	서울특별시 강서구	02-2600-6648	37.578673	126.813811	2017-04-06
꿈꾸는 어린이 도서관(여성문화)	1층 제2강의실	서울특별시	강서구	지역문화시설	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 공항대로 615	서울특별시 강서구 염창동 281-25	서울특별시 강서구	02-2600-6648	37.54729	126.873312	2017-04-06
꿈꾸는 어린이 도서관(여성문화)	3층	서울특별시	강서구	지역문화시설	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 공항대로 615	서울특별시 강서구 염창동 281-25	서울특별시 강서구	02-2600-6648	37.54729	126.873312	2017-04-06
꿈꾸는 어린이 도서관(여성문화)	4층	서울특별시	강서구	지역문화시설	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 공항대로 615	서울특별시 강서구 염창동 281-25	서울특별시 강서구	02-2600-6648	37.54729	126.873312	2017-04-06
강서통합관제센터	강서통합관제센터	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 방화대로 334	서울특별시 강서구 마곡동 733-1	서울특별시 강서구	02-2600-6648	37.570511	126.816852	2017-04-06
강서통합관제센터	강서통합관제센터	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 방화대로 334	서울특별시 강서구 마곡동 733-1	서울특별시 강서구	02-2600-6648	37.570511	126.816852	2017-04-06
강서통합관제센터	강서통합관제센터	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 방화대로 334	서울특별시 강서구 마곡동 733-1	서울특별시 강서구	02-2600-6648	37.570511	126.816852	2017-04-06
강서통합관제센터	강서통합관제센터	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 방화대로 334	서울특별시 강서구 마곡동 733-1	서울특별시 강서구	02-2600-6648	37.570511	126.816852	2017-04-06
강서통합관제센터	강서통합관제센터	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 방화대로 334	서울특별시 강서구 마곡동 733-1	서울특별시 강서구	02-2600-6648	37.570511	126.816852	2017-04-06
안골공원	안골공원	서울특별시	강서구	기타	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 강서로18아길 15-9	서울특별시 강서구 화곡동 155	서울특별시 강서구	02-2600-6648	37.535648	126.850704	2017-04-06
황금내근린공원1	황금내근린공원1	서울특별시	강서구	기타	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 허준로 221-40	서울특별시 강서구 가양동 1485-5	서울특별시 강서구	02-2600-6648	37.562397	126.863584	2017-04-06
황금내근린공원2	황금내근린공원2	서울특별시	강서구	기타	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 허준로 221-40	서울특별시 강서구 가양동 1485-5	서울특별시 강서구	02-2600-6648	37.562397	126.863584	2017-04-06
구암근린공원	구암근린공원	서울특별시	강서구	기타	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 허준로5길 42	서울특별시 강서구 가양동 1471	서울특별시 강서구	02-2600-6648	37.567643	126.852949	2017-04-06
방화근린공원	방화근린공원	서울특별시	강서구	기타	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 금낭화로 176	서울특별시 강서구 방화동 855	서울특별시 강서구	02-2600-6648	37.581605	126.813644	2017-04-06
강서구청(본관)	1층 민원여권과	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	1층 부동산정보과	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	2층	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	2층	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	2층 징수과	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	2층 교육지원과	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	3층	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	3층	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
강서구청(본관)	3층	서울특별시	강서구	관공서	서울특별시 강서구	Pucblic wifi@gangseo		서울특별시 강서구 화곡로 302	서울특별시 강서구 화곡6동 980-16	서울특별시 강서구	02-2600-6648	37.550937	126.849642	2017-04-06
